eis_id,title,document,epa_comment_letter_date,federal_register_date,agency,state
219962,Knife River Indian Villages National Historic Site Archeological Resources Management Plan,Draft,"",11/04/2016,National Park Service,ND
219861,Mouse River Enhanced Flood Protection Project,Draft,"",11/04/2016,U.S. Army Corps of Engineers,ND
219818,Ballville Dam Project,Final Supplement,11/28/2016,10/28/2016,Fish and Wildlife Service,OH
219794,Kansas River Commercial Sand and Gravel Dredging,Draft,"",10/28/2016,U.S. Army Corps of Engineers,KS
219763,"North Cumberland Wildlife Management Area, Tennessee Lands Unsuitable for Mining Petition",Final,11/28/2016,10/28/2016,Office of Surface Mining,TN
219751,Draft Fire Island Wilderness Breach Management Plan,Draft,"",10/28/2016,National Park Service,NY
219737,Government Camp - Cooper Spur Land Exchange,Draft,"",10/28/2016,Forest Service,OR
219644,Replacement Robley Rex VA Medical Center,Draft,12/12/2016,10/28/2016,Department of Veteran Affairs,KY
219637,National Historic Preservation Act Section 106 Consultation: Reconfiguration of VA Black Hills Health Care System,Final,"",11/10/2016,Department of Veteran Affairs,Multi
219548,"Amendment 37 to the Fishery Management Plan for the Snapper-Grouper Fishery of the South Atlantic Region, Modification to the Hogfish Fishery Management Unit, Fishing Level Specifications for the Two South Atlantic Hogfish Stocks, Rebuilding Plan for the Florida Keys/East Florida Stock, and Establishment/Revision of Management Measures for Both Stocks",Final,11/17/2016,10/28/2016,National Marine Fisheries Service,Multi
219344,"Lower Yellowstone Intake Diversion Dam Fish Passage Project, Montana",Final,10/27/2016,10/21/2016,U.S. Army Corps of Engineers,Multi
219321,Effects of Oil and Gas Activities in the Arctic Ocean,Final,11/21/2016,10/21/2016,National Oceanic and Atmospheric Administration,AK
219274,Otay River Estuary Restoration Project San Diego Bay National Wildlife Refuge,Draft,12/05/2016,10/21/2016,Fish and Wildlife Service,CA
219246,Amendment 5b to the 2006 Consolidated Atlantic Highly Migratory Species Fishery Management Plan,Draft,"",10/21/2016,National Marine Fisheries Service,Multi
219240,"Arecibo Observatory, Arecibo, Puerto Rico",Draft,"",10/28/2016,National Science Foundation,PR
219211,Vantage to Pomona Heights 230kV Transmission Line Project,Final,11/21/2016,10/21/2016,Bureau of Land Management,WA
219178,Ten Cent Community Wildfire Protection Project,Draft,12/05/2016,10/21/2016,Forest Service,OR
219169,Long-Term Plan to Protect Adult  Salmon in the Lower Klamath River,Draft,12/01/2016,10/21/2016,Bureau of Reclamation,CA
219146,Beasley Pond Analysis Area,Final,11/29/2016,10/21/2016,Forest Service,FL
219075,ADOPTION - Military Readiness Activities at Naval Weapons System Training Facility Boardman,Adoption,"",10/14/2016,Federal Aviation Administration,OR
219023,Amendment 18 to the Northeast Multispecies Fishery Management Plan,Final,"",10/14/2016,National Marine Fisheries Service,Multi
218820,Programmatic - South Region of the Nationwide Public Safety Broadband Network,Draft,12/08/2016,10/14/2016,Department of Commerce,Multi
218776,Santa Margarita River Conjunctive Use Project,Final,11/14/2016,10/14/2016,United States Marine Corps,CA
218701,Long-Term Experimental and Management Plan (LTEMP) for the Operation of Glen Canyon Dam,Final,11/14/2016,10/14/2016,Bureau of Reclamation,Multi
218676,Fire Island National Seashore General Management Plan,Final,"",10/21/2016,National Park Service,NY
218603,Chicago Red Line Extension,Draft,11/30/2016,10/14/2016,Federal Transit Administration,IL
218354,Millennium Bulk Terminals-Longview,Draft,11/29/2016,10/07/2016,U.S. Army Corps of Engineers,WA
218319,Upper Green River Area Rangeland Project,Draft,"",10/07/2016,Forest Service,WY
218303,Recapitalization of Infrastructure Supporting Naval Spent Nuclear Fuel Handling at the Idaho National Laboratory,Final,11/07/2016,10/07/2016,Department of Energy,ID
218281,Proposed Land Use Plan Amendments for Segments 8 and 9 of the Gateway West 500-kV Transmission Line Project,Final Supplement,11/07/2016,10/07/2016,Bureau of Land Management,ID
218241,Atlanta to Chattanooga High Speed Ground Transportation Project,Draft,11/15/2016,10/07/2016,Federal Railroad Administration,Multi
218219,Continued Implementation of the 2008 Operating Agreement for the Rio Grande Project,Final,11/03/2016,10/07/2016,Bureau of Reclamation,Multi
218202,La Garita Hills Restoration Project,Draft,11/10/2016,09/30/2016,Forest Service,CO
218016,ADOPTION - Magnolia LNG and Lake Charles Expansion Projects,Final,"",09/30/2016,Department of Energy,LA
217962,"Gulf of Mexico OCS, Proposed Geological and Geophysical Activities",Draft,11/29/2016,09/30/2016,Bureau of Ocean Energy Management,Multi
217953,Land Acquisition and Airspace to Support Large-Scale MAGTF Live-Fire and Maneuver Training at MCAGCC Twentynine Palms CA,Draft Supplement,11/14/2016,09/30/2016,United States Navy,CA
217945,Petition (15-300-01p) for Determination of Nonregulated Status for ASR368 Creeping Bentgrass,Draft,11/14/2016,09/30/2016,Animal and Plant Health Inspection Service,REG
217927,"Generic - License Renewal of Nuclear Plants Supplement 56 Regarding Fermi 2 Nuclear Power Plant, NUREG-1437",Final,10/27/2016,09/30/2016,Nuclear Regulatory Commission,MI
217901,Navajo Generating Station-Kayenta Mine Complex Project,Draft,12/12/2016,09/30/2016,Bureau of Reclamation,Multi
217873,Sawtooth and Boise National Forest Invasive Species Project,Draft,"",09/30/2016,Forest Service,Multi
217801,Lambert Houses Redevelopment,Final,"",09/30/2016,Department of Housing and Urban Development,NY
217775,El Yunque National Forest Plan Revision,Draft,"",09/30/2016,Forest Service,PR
217763,Craters of the Moon National Monument and Preserve Draft Management Plan Amendment,Draft,"",09/30/2016,Bureau of Land Management,ID
217741,Forestwide Site-Specific Invasive Plant Management,Final,"",09/30/2016,Forest Service,WA
217698,Mountain Valley Project and Equitrans Expansion Project,Draft,"",09/23/2016,Federal Energy Regulatory Commission,Multi
217681,"Divert Activities and Exercises, Commonwealth of the Northern Mariana Islands",Final,10/24/2016,09/26/2016,United States Air Force,GU
217628,Lassen National Forest Over-Snow Vehicle(OSV) Use Designation,Final,"",09/16/2016,Forest Service,CA
217434,Programmatic - West Region of the Nationwide Public Safety Broadband Network,Draft,11/15/2016,09/16/2016,Department of Commerce,Multi
217421,Gulf of Mexico OCS Oil and Gas Lease Sale: 2017 Central Planning Area Lease Sale 247 Final Supplemental Environmental Impact Statement,Final Supplement,10/17/2016,09/16/2016,Bureau of Ocean Energy Management,Multi
217403,South Shore of Staten Island Coastal Storm Risk Management Final Environmental Impact Statement,Final,"",09/16/2016,U.S. Army Corps of Engineers,NY
217364,Los Padres Tamarisk Removal,Final,"",09/16/2016,AFS,CA
217293,Bluestone Dam Safety Modification,Draft Supplement,10/27/2016,09/09/2016,U.S. Army Corps of Engineers,Multi
217181,Leach XPress and Rayne XPress Expansion Projects,Final,10/11/2016,09/09/2016,Federal Energy Regulatory Commission,Multi
217122,Moose-Wilson Corridor Final Comprehensive Management Plan,Final,10/05/2016,09/09/2016,National Park Service,WY
217101,"Generic - License Renewal on Nuclear Plants, Supplement 57, Regarding LaSalle County Station, Units 1 and 2",Final Supplement,10/11/2016,09/09/2016,Nuclear Regulatory Commission,IL
216981,Rasmussen Valley Mine,Final,10/11/2016,09/09/2016,Bureau of Land Management,ID
216857,Proposed Resource Management Plans for the Beaver Dam Wash and Red Cliffs National Conservation Areas; Proposed Amendment to the St. George Field Office Resource Management Plan,Final,10/03/2016,09/02/2016,Bureau of Land Management,UT
216785,Programmatic - Restoration Resulting from the Kalamazoo River Natural Resource Damage Assessment,Final,10/03/2016,09/02/2016,National Oceanic and Atmospheric Administration,MI
216771,"Atlantic Coast of New York, East Rockaway Inlet to Rockaway Inlet and Jamaica Bay",Draft,"",09/02/2016,U.S. Army Corps of Engineers,NY
216637,Revision of 9B Regulations Governing Non-Federal Oil and Gas Activities,Final,"",09/02/2016,National Park Service,Multi
216553,I-4400/I-4700 - I-26 Widening,Draft,10/31/2016,09/02/2016,Federal Highway Administration,NC
216501,Angoon Airport Project,Final,09/14/2016,09/02/2016,Federal Aviation Administration,AK
216389,Otay Mesa Conveyance and Disinfection System Project,Final,10/03/2016,09/02/2016,Department of State,CA
216381,Heeia National Estuarine Research Reserve,Draft,10/27/2016,09/02/2016,National Oceanic and Atmospheric Administration,HI
216336,Surveillance Towed Array Sensor System Low Frequency Active (SURTASS LFA) Sonar,Draft Supplement,10/11/2016,08/26/2016,United States Navy,Multi
216328,Enhancing Protections for Hawaiian Spinner Dolphins to Prevent Disturbance,Draft,10/20/2016,08/26/2016,National Oceanic and Atmospheric Administration,HI
216278,"Analyze Impacts of NOAAs National Marine Fisheries Service Proposed Approval of the Continued Operation of 10 Hatchery Facilities for Trout, Salmon, and Steelhead Along the Oregon Coast, as Described in Oregon Department of Fish and Wildlife Hatchery and Genetic Management Plans Pursuant to Section 4(d) of the Endangered Species Act",Draft,10/25/2016,08/26/2016,National Marine Fisheries Service,OR
213903,Phase 2 Fuel Efficiency Standards for Medium- and Heavy-Duty Engines and Vehicles,Final,"",08/26/2016,National Highway Traffic Safety Administration,NAT
213681,Sheep Mountain Uranium Project,Final,"",08/26/2016,Bureau of Land Management,WY
213661,Northwest SR-138 Corridor,Draft,10/03/2016,08/19/2016,California Department of Transit,CA
213581,National Wildlife Refuge System Revision of Regulations Governing Non-Federal Oil and Gas Rights,Final,"",08/19/2016,Fish and Wildlife Service,NAT
213332,Gunnison Sage-Grouse Rangewide Resource Management Plan Amendment,Draft,11/10/2016,08/12/2016,Bureau of Land Management,Multi
213241,PROGRAMMATIC - Central Region of the Nationwide Public Safety Broadband Network,Draft,10/11/2016,08/12/2016,Department of Commerce,Multi
213201,Arapahoe Basin Ski Area Projects,Final,"",08/12/2016,Forest Service,CO
212944,West of Devers Upgrade Proect,Final,09/06/2016,08/05/2016,Bureau of Land Management,CA
212837,"Rover Pipeline, Panhandle Backhaul, and Trunkline Backhaul Projects",Final,09/01/2016,08/05/2016,Federal Energy Regulatory Commission,Multi
212821,Golden Pass LNG Export Project,Final,09/09/2016,08/05/2016,Federal Energy Regulatory Commission,Multi
212807,"Lower Yaak, OBrien, Sheep Project",Final,08/30/2016,08/05/2016,Forest Service,MT
212774,Previously Issued Oil and Gas Leases in the White River National Forest,Final,"",08/05/2016,Bureau of Land Management,CO
212686,Hampton Roads Crossing Study,Draft Supplement,09/19/2016,08/05/2016,Federal Highway Administration,VA
212495,"Fire Island Inlet to Montauk Point, New York Combined Beach Erosion Control and Hurricane Protection Project",Draft,"",07/29/2016,U.S. Army Corps of Engineers,NY
212474,PennEast Pipeline Project,Draft,09/12/2016,07/29/2016,Federal Energy Regulatory Commission,Multi
212461,US 340 Improvement Study,Draft Supplement,09/29/2016,07/29/2016,Federal Highway Administration,WV
212439,Eastern Interior Proposed Resource Management Plan,Final,08/11/2016,07/29/2016,Bureau of Land Management,AK
212401,Gulf of Alaska Navy Training Activities,Final Supplement,08/10/2016,07/29/2016,United States Navy,AK
212062,Moab Master Leasing Plan and Proposed Resource Management Plan Amendments,Final,"",07/22/2016,Bureau of Land Management,UT
211997,The Pokagon Band of Potawatomi Indians Fee-to-Trust Transfer for Tribal Village and Casino,Final,08/22/2016,07/22/2016,Bureau of Indian Affairs,IN
211979,Cook Inlet Planning Area Oil and Gas Lease Sale 244 In the Cook Inlet,Draft,08/15/2016,07/22/2016,Bureau of Ocean Energy Management,AK
211968,East Campus Integration Program,Draft,"",07/22/2016,National Security Agency,MD
211941,Folsom Dam Raise Project,Draft Supplement,09/16/2016,07/22/2016,U.S. Army Corps of Engineers,CA
211901,Lower Joseph Creek Restoration Project,Final,"",07/22/2016,Forest Service,OR
211864,Na Pua Makani Wind Project and Habitat Conservation Plan,Final,08/19/2016,07/22/2016,Fish and Wildlife Service,HI
211840,ADOPTION - Lake Charles Liquefaction Project,Final,"",07/15/2016,Department of Energy,LA
211789,Reno Creek In Situ Recovery Project,Draft Supplement,"",07/22/2016,Nuclear Regulatory Commission,WY
211637,Telegraph Vegetation Project,Final,"",07/15/2016,Forest Service,MT
211575,Puget Sound Nearshore Ecosystem Restoration,Final,08/10/2016,07/15/2016,U.S. Army Corps of Engineers,WA
211561,Mendota Pool Bypass and Reach 2B Improvements Project,Final,08/11/2016,07/15/2016,Bureau of Reclamation,CA
211542,NEXUS Gas Transmission Project and Texas Eastern Appalachian Lease Project,Draft,08/26/2016,07/15/2016,Federal Energy Regulatory Commission,Multi
211481,Port Delfin LNG Project Deepwater Port Application,Draft,08/29/2016,07/15/2016,U.S. Coast Guard,Multi
211444,Land-Water Interface and Service Pier Extension at Naval Base Kitsap Bangor,Final,08/11/2016,07/15/2016,United States Navy,WA
211405,Texas-Oklahoma Passenger Rail Study Service-Level DEIS,Draft,08/25/2016,07/15/2016,Federal Railroad Administration,TX
211361,Bottineau Light Rail Transit Metro Blue Line Extension FEIS,Final,08/12/2016,07/15/2016,Federal Transit Administration,MN
211301,High Desert Corridor,Final,08/15/2016,07/15/2016,California Department of Transit,CA
211260,Santa Fe National Forest Geothermal Leasing,Draft,10/28/2016,07/08/2016,Forest Service,NM
211187,Bull Mountain Unit Master Development Plan,Final,"",07/08/2016,Bureau of Land Management,CO
210995,Seminole Tribe of Florida Fee to Trust,Final,07/26/2016,07/08/2016,Bureau of Indian Affairs,FL
210964,Jamul Indian Village,Final Supplement,07/21/2016,07/08/2016,National Indian Gaming Commission,CA
210861,Figure Eight Island Shoreline Management Project,Final,08/08/2016,07/08/2016,U.S. Army Corps of Engineers,NC
210850,Kake to Petersburg Transmission Line Intertie Project,Final,07/27/2016,07/01/2016,Forest Service,AK
210841,Tongass Land and Resource Management Plan Amendment,Final,08/01/2016,07/01/2016,Forest Service,AK
210797,Roan Plateau Planning Area Proposed Resource Management Plan Amendment,Final Supplement,"",07/01/2016,Bureau of Land Management,CO
210732,Dominguez-Escalante National Conservation Area Proposed Resource Management Plan,Final,"",07/01/2016,Bureau of Land Management,CO
210648,Regulatory Amendment 16 to the Fishery Management Plan for the Snapper-Grouper Fishery of the South Atlantic Region.,Final,07/26/2016,07/01/2016,National Marine Fisheries Service,Multi
210598,Bald Mountain Mine North and South Operations Area Project,Final,07/25/2016,06/24/2016,Bureau of Land Management,NV
210565,US Route 460,Final Supplement,07/25/2016,06/24/2016,Federal Highway Administration,VA
210558,Flint Foothills Vegetation Management Project,Final,07/19/2016,06/24/2016,AFS,MT
210530,"Monument Butte Area Oil and Gas Development Project, Duchesne and Uintah County, UtahImpact Statement for Newfield Exploration Corporation Monument Butte Oil and Gas Development Project in Uintah and Duchesne Counties",Final,08/08/2016,06/24/2016,Bureau of Land Management,UT
